TRANSCRIPT	NS_POLY	S_POLY	NS_FIX	S_FIX	codons	final_NI	alpha	final_FET
FBtr0300740	8	23	11	55	673	1.7391	-0.7391	0.4106 
FBtr0300741	6	20	5	51	610	3.0600	-2.06	0.0942 
FBtr0300742	2	17	26	32	273	0.1448	0.8552	0.0067 
FBtr0300743	9	18	9	22	595	1.2222	-0.2222	0.7812 
FBtr0300744	9	18	9	22	595	1.2222	-0.2222	0.7812 
FBtr0300745	9	18	9	22	595	1.2222	-0.2222	0.7812 
FBtr0300746	9	18	9	22	595	1.2222	-0.2222	0.7812 
FBtr0300747	9	18	9	22	595	1.2222	-0.2222	0.7812 
FBtr0300748	9	18	9	22	595	1.2222	-0.2222	0.7812 
FBtr0300749	2	7	0	3	81	0.0000	1	1.0000 
FBtr0300750	11	112	5	36	641	0.7071	0.2929	0.5500 
FBtr0300751	11	112	5	36	641	0.7071	0.2929	0.5500 
FBtr0300752	0	23	0	5	180	0.0000	1	1.0000 
FBtr0300753	16	19	3	18	286	5.0526	-4.0526	0.0207 
FBtr0300754	139	98	128	74	1233	0.8200	0.18	0.3279 
FBtr0300755	139	98	128	74	1233	0.8200	0.18	0.3279 
FBtr0300756	36	70	3	32	496	5.4857	-4.4857	0.0040 
FBtr0300758	4	6	1	2	91	1.3333	-0.3333	1.0000 
FBtr0300759	4	19	0	5	124	0.0000	1	1.0000 
FBtr0300760	10	42	2	12	263	1.4286	-0.4286	1.0000 
FBtr0300761	223	120	16	13	279	1.5099	-0.5099	0.3159 
FBtr0300762	11	8	28	11	136	0.5402	0.4598	0.3742 
FBtr0300763	32	20	32	64	1080	3.2000	-2.2	0.0016 
FBtr0300764	38	102	61	60	848	0.3664	0.6336	0.0001 
FBtr0300765	33	98	59	58	792	0.3310	0.669	0.0000 
FBtr0300766	42	105	42	53	934	0.5048	0.4952	0.0184 
FBtr0300767	11	18	1	7	151	4.2778	-3.2778	0.2323 
FBtr0300768	4	9	10	12	168	0.5333	0.4667	0.4875 
FBtr0300769	39	52	11	85	1071	5.7955	-4.7955	0.0000 
FBtr0300770	39	52	11	85	1071	5.7955	-4.7955	0.0000 
FBtr0300772	20	101	757	355	938	0.0929	0.9071	0.0000 
FBtr0300773	17	141	39	55	982	0.1700	0.83	0.0000 
FBtr0300774	26	76	8	35	606	1.4967	-0.4967	0.5200 
FBtr0300775	4	22	0	6	152	0.0000	1	0.5662 
FBtr0300776	1	11	1	7	152	0.6364	0.3636	1.0000 
FBtr0300777	9	23	2	14	203	2.7391	-1.7391	0.2930 
FBtr0300778	23	14	77	25	414	0.5334	0.4666	0.1382 
FBtr0300779	27	83	8	82	1429	3.3343	-2.3343	0.0046 
FBtr0300780	16	25	6	25	492	2.6667	-1.6667	0.1201 
FBtr0300783	23	57	9	25	739	1.1209	-0.1209	1.0000 
FBtr0300784	23	57	9	25	739	1.1209	-0.1209	1.0000 
FBtr0300785	23	57	9	25	739	1.1209	-0.1209	1.0000 
FBtr0300786	23	57	9	25	739	1.1209	-0.1209	1.0000 
FBtr0300787	17	18	6	13	343	2.0463	-1.0463	0.2626 
FBtr0300788	4	51	1	16	370	1.2549	-0.2549	1.0000 
FBtr0300789	0	1	0	2	146	0.0000	1	1.0000 
FBtr0300792	21	52	12	53	923	1.7837	-0.7837	0.1683 
FBtr0300793	1	16	2	10	397	0.3125	0.6875	0.5534 
FBtr0300801	13	86	2	45	1026	3.4012	-2.4012	0.1446 
FBtr0300802	1	5	4	4	44	0.2000	0.8	0.3007 
FBtr0300803	32	51	15	41	573	1.7150	-0.715	0.2007 
FBtr0300804	16	24	11	38	610	2.3030	-1.303	0.1045 
FBtr0300805	1	22	13	18	156	0.0629	0.9371	0.0017 
FBtr0300808	5	45	11	42	555	0.4242	0.5758	0.1760 
FBtr0300809	5	45	11	42	555	0.4242	0.5758	0.1760 
FBtr0300810	0	2	0	0	68	0.0000	1	1.0000 
FBtr0300811	23	133	13	93	1383	1.2371	-0.2371	0.5899 
FBtr0300812	24	56	12	56	887	2.0000	-1	0.0876 
FBtr0300813	2	6	1	12	219	4.0000	-3	0.5308 
FBtr0300814	57	62	23	78	876	3.1178	-2.1178	0.0001 
FBtr0300815	12	40	10	25	300	0.7500	0.25	0.6197 
FBtr0300816	32	17	11	24	235	4.1070	-3.107	0.0037 
FBtr0300817	24	27	11	24	258	1.9394	-0.9394	0.1827 
FBtr0300818	44	39	10	31	525	3.4974	-2.4974	0.0036 
FBtr0300819	4	37	0	16	422	0.0000	1	0.5682 
FBtr0300820	4	37	0	16	422	0.0000	1	0.5682 
FBtr0300821	7	52	3	20	268	0.8974	0.1026	1.0000 
FBtr0300822	17	58	5	40	693	2.3448	-1.3448	0.1459 
FBtr0300823	11	22	4	19	276	2.3750	-1.375	0.2305 
FBtr0300824	22	22	9	12	208	1.3333	-0.3333	0.6082 
FBtr0300825	12	30	4	45	529	4.5000	-3.5	0.0136 
FBtr0300826	3	4	1	3	256	2.2500	-1.25	1.0000 
FBtr0300827	23	19	18	28	757	1.8830	-0.883	0.1993 
FBtr0300828	0	8	0	12	130	0.0000	1	1.0000 
FBtr0300829	29	90	30	57	864	0.6122	0.3878	0.1213 
FBtr0300830	14	18	10	29	457	2.2556	-1.2556	0.1343 
FBtr0300831	78	161	9	43	1060	2.3147	-1.3147	0.0301 
FBtr0300832	52	104	28	64	1071	1.1429	-0.1429	0.6749 
FBtr0300833	52	104	28	64	1071	1.1429	-0.1429	0.6749 
FBtr0300834	3	12	13	9	108	0.1731	0.8269	0.0409 
FBtr0300835	3	12	13	9	108	0.1731	0.8269	0.0409 
FBtr0300836	26	63	8	36	545	1.8571	-0.8571	0.2078 
FBtr0300837	16	13	4	6	126	1.8462	-0.8462	0.4801 
FBtr0300844	19	23	1	7	154	5.7826	-4.7826	0.1227 
FBtr0300845	10	54	2	33	632	3.0556	-2.0556	0.2045 
FBtr0300846	79	37	53	11	213	0.4431	0.5569	0.0357 
FBtr0300847	5	15	5	9	146	0.6000	0.4	0.7041 
FBtr0300848	32	98	8	63	1021	2.5714	-1.5714	0.0266 
FBtr0300849	48	62	33	34	435	0.7977	0.2023	0.5345 
FBtr0300850	7	54	1	90	1197	11.6667	-10.6667	0.0073 
FBtr0300851	12	12	47	18	177	0.3830	0.617	0.0756 
FBtr0300853	83	41	9	2	74	0.4499	0.5501	0.5017 
FBtr0300854	10	19	23	25	330	0.5721	0.4279	0.3424 
FBtr0300855	300	135	23	11	239	1.0628	-0.0628	0.8496 
FBtr0300859	1	11	5	7	134	0.1273	0.8727	0.1550 
FBtr0300861	7	40	3	25	508	1.4583	-0.4583	0.7348 
FBtr0300862	36	50	11	26	383	1.7018	-0.7018	0.2301 
FBtr0300863	53	84	3	21	388	4.4167	-3.4167	0.0185 
FBtr0300864	46	100	7	27	564	1.7743	-0.7743	0.2959 
FBtr0300865	35	20	40	35	510	1.5312	-0.5312	0.2828 
FBtr0300866	14	51	13	22	506	0.4646	0.5354	0.1044 
FBtr0300867	14	51	13	22	506	0.4646	0.5354	0.1044 
FBtr0300868	14	51	13	22	506	0.4646	0.5354	0.1044 
FBtr0300869	14	51	13	22	506	0.4646	0.5354	0.1044 
FBtr0300870	12	49	13	20	465	0.3768	0.6232	0.0512 
FBtr0300871	12	49	13	20	465	0.3768	0.6232	0.0512 
FBtr0300872	13	16	19	15	274	0.6414	0.3586	0.4527 
FBtr0300873	8	3	29	28	325	2.5747	-1.5747	0.2084 
FBtr0300874	28	24	12	13	261	1.2639	-0.2639	0.8079 
FBtr0300875	21	31	5	25	805	3.3871	-2.3871	0.0293 
FBtr0300876	21	31	5	25	805	3.3871	-2.3871	0.0293 
FBtr0300877	17	48	16	16	233	0.3542	0.6458	0.0242 
FBtr0300880	6	28	5	9	285	0.3857	0.6143	0.2579 
FBtr0300881	15	55	5	49	771	2.6727	-1.6727	0.0862 
FBtr0300887	47	69	3	19	523	4.3140	-3.314	0.0163 
FBtr0300888	45	108	13	29	772	0.9295	0.0705	0.8506 
FBtr0300889	35	84	6	22	630	1.5278	-0.5278	0.4868 
FBtr0300890	12	12	4	6	132	1.5000	-0.5	0.7146 
FBtr0300891	54	215	36	49	1240	0.3419	0.6581	0.0001 
FBtr0300892	54	215	36	49	1240	0.3419	0.6581	0.0001 
FBtr0300893	6	20	0	6	180	0.0000	1	0.5645 
FBtr0300894	6	20	0	7	189	0.0000	1	0.3008 
FBtr0300895	2	2	10	5	66	0.5000	0.5	0.6027 
FBtr0300896	36	16	44	58	559	2.9659	-1.9659	0.0023 
FBtr0300898	103	159	34	75	1502	1.4290	-0.429	0.1571 
FBtr0300899	0	1	1	5	56	0.0000	1	1.0000 
FBtr0300900	0	1	1	5	56	0.0000	1	1.0000 
FBtr0300901	8	8	2	14	158	7.0000	-6	0.0538 
FBtr0300902	24	10	133	41	365	0.7398	0.2602	0.5144 
FBtr0300903	222	144	27	40	545	2.2840	-1.284	0.0029 
FBtr0300904	26	18	32	33	548	1.4896	-0.4896	0.3345 
FBtr0300905	24	18	32	32	522	1.3333	-0.3333	0.5522 
FBtr0300906	5	8	0	20	368	0.0000	1	0.0054 
FBtr0300907	5	10	0	21	363	0.0000	1	0.0080 
FBtr0300909	5	10	0	21	361	0.0000	1	0.0080 
FBtr0300910	5	10	0	21	364	0.0000	1	0.0080 
FBtr0300911	5	10	0	21	363	0.0000	1	0.0080 
FBtr0300912	3	5	0	12	211	0.0000	1	0.0491 
FBtr0300913	3	5	0	12	197	0.0000	1	0.0491 
FBtr0300914	20	44	18	19	315	0.4798	0.5202	0.0925 
FBtr0300915	367	172	12	50	622	8.8905	-7.8905	0.0000 
FBtr0300916	47	84	11	194	2154	9.8680	-8.868	0.0000 
FBtr0300917	45	84	11	190	2106	9.2532	-8.2532	0.0000 
FBtr0300918	401	308	148	107	1708	0.9413	0.0587	0.7126 
FBtr0300919	81	54	189	141	1863	1.1190	-0.119	0.6062 
FBtr0300920	76	50	182	132	1678	1.1024	-0.1024	0.6698 
FBtr0300921	81	55	189	141	1865	1.0987	-0.0987	0.6805 
FBtr0300922	36	31	23	13	228	0.6564	0.3436	0.4044 
FBtr0300923	68	117	27	49	1264	1.0548	-0.0548	0.8882 
FBtr0300924	68	117	27	49	1263	1.0548	-0.0548	0.8882 
FBtr0300925	16	36	6	12	463	0.8889	0.1111	1.0000 
FBtr0300927	38	65	16	20	463	0.7308	0.2692	0.4342 
FBtr0300928	13	31	8	7	272	0.3669	0.6331	0.1238 
FBtr0300929	12	28	7	6	220	0.3673	0.6327	0.1830 
FBtr0300931	94	136	64	84	1903	0.9072	0.0928	0.6701 
FBtr0300932	17	15	26	13	258	0.5667	0.4333	0.3298 
FBtr0300933	27	39	28	28	462	0.6923	0.3077	0.3633 
FBtr0300934	52	70	90	59	922	0.4870	0.513	0.0048 
FBtr0300935	61	80	93	61	1013	0.5001	0.4999	0.0036 
FBtr0300936	2	7	27	29	399	0.3069	0.6931	0.1723 
FBtr0300937	6	56	2	20	472	1.0714	-0.0713999999999999	1.0000 
FBtr0300938	6	149	29	112	1655	0.1555	0.8445	0.0000 
FBtr0300939	50	50	23	37	915	1.6087	-0.6087	0.1899 
FBtr0300941	25	73	28	26	750	0.3180	0.682	0.0014 
FBtr0300942	14	60	3	9	218	0.7000	0.3	0.6976 
FBtr0300943	30	61	7	30	960	2.1077	-1.1077	0.1350 
FBtr0300944	9	15	4	25	264	3.7500	-2.75	0.0596 
FBtr0300945	55	155	37	69	1294	0.6617	0.3383	0.1167 
FBtr0300946	0	16	0	8	360	0.0000	1	1.0000 
FBtr0300947	14	20	0	4	149	0.0000	1	0.2759 
FBtr0300948	7	24	17	12	187	0.2059	0.7941	0.0078 
FBtr0300949	5	20	15	15	184	0.2500	0.75	0.0268 
FBtr0300950	54	22	21	18	272	2.1039	-1.1039	0.0973 
FBtr0300951	303	148	10	12	277	2.4568	-1.4568	0.0619 
FBtr0300952	152	70	4	6	152	3.2571	-2.2571	0.0836 
FBtr0300953	13	13	12	36	534	3.0000	-2	0.0405 
FBtr0300954	9	48	2	64	1127	6.0000	-5	0.0230 
FBtr0300955	48	46	64	26	532	0.4239	0.5761	0.0065 
FBtr0300956	12	16	6	39	499	4.8750	-3.875	0.0105 
FBtr0300957	12	16	6	39	499	4.8750	-3.875	0.0105 
FBtr0300958	73	69	47	49	967	1.1030	-0.103	0.7917 
FBtr0300959	13	22	10	20	355	1.1818	-0.1818	0.7993 
FBtr0300960	18	123	10	71	1243	1.0390	-0.0389999999999999	1.0000 
FBtr0300961	20	131	11	73	1454	1.0132	-0.0132000000000001	1.0000 
FBtr0300962	97	68	30	36	536	1.7118	-0.7118	0.0792 
FBtr0300963	8	82	2	39	1025	1.9024	-0.9024	0.7239 
FBtr0300966	39	86	19	129	1842	3.0789	-2.0789	0.0003 
FBtr0300967	39	86	19	129	1840	3.0789	-2.0789	0.0003 
FBtr0300968	7	89	1	45	767	3.5393	-2.5393	0.4373 
FBtr0300982	1	27	0	8	372	0.0000	1	1.0000 
FBtr0300983	78	58	27	26	453	1.2950	-0.295	0.5148 
FBtr0300984	33	95	35	43	821	0.4268	0.5732	0.0060 
FBtr0300986	48	32	57	21	306	0.5526	0.4474	0.0936 
FBtr0300987	9	17	12	28	413	1.2353	-0.2353	0.7889 
FBtr0300988	12	5	29	11	152	0.9103	0.0897	1.0000 
FBtr0300989	12	5	29	11	152	0.9103	0.0897	1.0000 
FBtr0300994	38	99	15	56	1235	1.4330	-0.433	0.3197 
FBtr0300995	38	99	15	56	1235	1.4330	-0.433	0.3197 
FBtr0300996	24	26	32	37	441	1.0673	-0.0672999999999999	1.0000 
FBtr0300997	3	59	1	12	520	0.6102	0.3898	0.5410 
FBtr0300998	23	98	5	40	820	1.8776	-0.8776	0.2550 
FBtr0300999	37	28	53	57	986	1.4212	-0.4212	0.2776 
FBtr0301000	8	3	12	18	270	4.0000	-3	0.0855 
FBtr0301001	4	2	6	6	90	2.0000	-1	0.6380 
FBtr0301002	7	12	2	2	89	0.5833	0.4167	1.0000 
FBtr0301004	13	9	0	11	137	0.0000	1	0.0016 
FBtr0301005	14	13	7	5	118	0.7692	0.2308	0.7424 
FBtr0301006	14	14	7	5	123	0.7143	0.2857	0.7365 
FBtr0301007	7	10	0	5	139	0.0000	1	0.1348 
FBtr0301008	219	107	16	34	432	4.3493	-3.3493	0.0000 
FBtr0301010	4	14	11	17	175	0.4416	0.5584	0.3364 
FBtr0301011	6	15	11	8	179	0.2909	0.7091	0.1086 
FBtr0301012	16	5	6	9	186	4.8000	-3.8	0.0410 
FBtr0301013	51	29	56	77	1115	2.4181	-1.4181	0.0029 
FBtr0301014	6	19	5	14	199	0.8842	0.1158	1.0000 
FBtr0301016	23	38	12	17	450	0.8575	0.1425	0.8184 
FBtr0301017	23	38	12	17	453	0.8575	0.1425	0.8184 
FBtr0301018	51	22	77	22	570	0.6623	0.3377	0.2894 
FBtr0301019	39	97	9	43	872	1.9210	-0.921	0.1355 
FBtr0301020	12	72	7	26	668	0.6190	0.381	0.4071 
FBtr0301021	12	72	7	26	668	0.6190	0.381	0.4071 
FBtr0301022	26	43	4	44	513	6.6512	-5.6512	0.0004 
FBtr0301023	17	53	9	72	1145	2.5660	-1.566	0.0504 
FBtr0301028	20	89	0	39	1062	0.0000	1	0.0020 
FBtr0301030	17	14	27	17	253	0.7646	0.2354	0.6377 
FBtr0301031	16	26	21	27	339	0.7912	0.2088	0.6695 
FBtr0301032	20	18	9	21	349	2.5926	-1.5926	0.0847 
FBtr0301033	87	45	106	36	504	0.6566	0.3434	0.1448 
FBtr0301034	12	35	2	15	258	2.5714	-1.5714	0.3188 
FBtr0301036	0	4	0	14	175	0.0000	1	1.0000 
FBtr0301037	9	9	6	16	215	2.6667	-1.6667	0.1942 
FBtr0301038	7	24	9	5	152	0.1620	0.838	0.0164 
FBtr0301039	28	107	5	29	778	1.5178	-0.5178	0.6283 
FBtr0301040	28	108	5	29	793	1.5037	-0.5037	0.6279 
FBtr0301041	40	84	27	103	1483	1.8166	-0.8166	0.0461 
FBtr0301042	41	84	27	103	1486	1.8620	-0.862	0.0340 
FBtr0301043	14	13	111	42	320	0.4075	0.5925	0.0412 
FBtr0301044	8	111	6	37	762	0.4444	0.5556	0.2022 
FBtr0301045	2	93	1	33	640	0.7097	0.2903	1.0000 
FBtr0301046	9	113	7	40	765	0.4551	0.5449	0.1491 
FBtr0301047	8	55	3	28	435	1.3576	-0.3576	1.0000 
FBtr0301048	589	269	56	33	487	1.2903	-0.2903	0.2831 
FBtr0301049	20	29	6	9	297	1.0345	-0.0345	1.0000 
FBtr0301051	5	21	0	9	317	0.0000	1	0.2972 
FBtr0301052	8	22	2	5	398	0.9091	0.0909	1.0000 
FBtr0301053	8	22	2	5	398	0.9091	0.0909	1.0000 
FBtr0301054	16	51	4	18	755	1.4118	-0.4118	0.7704 
FBtr0301055	16	51	4	18	755	1.4118	-0.4118	0.7704 
FBtr0301056	19	54	7	17	693	0.8545	0.1455	0.7937 
FBtr0301057	19	54	7	17	693	0.8545	0.1455	0.7937 
FBtr0301058	43	108	26	58	876	0.8882	0.1118	0.7653 
FBtr0301059	20	72	16	35	622	0.6076	0.3924	0.2305 
FBtr0301060	21	74	16	35	650	0.6208	0.3792	0.2362 
FBtr0301061	21	74	16	35	650	0.6208	0.3792	0.2362 
FBtr0301062	21	40	5	26	602	2.7300	-1.73	0.0872 
FBtr0301063	0	4	0	15	125	0.0000	1	1.0000 
FBtr0301064	36	203	8	68	1493	1.5074	-0.5074	0.4470 
FBtr0301065	36	203	8	68	1493	1.5074	-0.5074	0.4470 
FBtr0301066	18	124	7	59	977	1.2235	-0.2235	0.8199 
FBtr0301067	13	116	1	55	928	6.1638	-5.1638	0.0676 
FBtr0301068	19	120	1	57	968	9.0250	-8.025	0.0091 
FBtr0301069	11	16	3	13	176	2.9792	-1.9792	0.1865 
FBtr0301070	13	36	3	39	760	4.6944	-3.6944	0.0251 
FBtr0301071	32	56	8	22	540	1.5714	-0.5714	0.3789 
FBtr0301072	21	34	9	69	1157	4.7353	-3.7353	0.0006 
FBtr0301073	18	67	7	58	1107	2.2260	-1.226	0.1216 
FBtr0301074	52	124	9	57	1275	2.6559	-1.6559	0.0123 
FBtr0301075	52	124	9	57	1275	2.6559	-1.6559	0.0123 
FBtr0301076	43	61	16	55	751	2.4232	-1.4232	0.0142 
FBtr0301077	43	61	16	55	751	2.4232	-1.4232	0.0142 
FBtr0301078	4	5	24	23	159	0.7667	0.2333	1.0000 
FBtr0301079	7	10	12	11	191	0.6417	0.3583	0.5378 
FBtr0301080	28	26	5	8	320	1.7231	-0.7231	0.5387 
FBtr0301081	48	47	7	16	546	2.3343	-1.3343	0.1047 
FBtr0301082	16	52	4	14	306	1.0769	-0.0769	1.0000 
FBtr0301083	56	179	13	52	1016	1.2514	-0.2514	0.6182 
FBtr0301084	31	135	11	37	765	0.7724	0.2276	0.5384 
FBtr0301085	51	185	9	70	1325	2.1441	-1.1441	0.0479 
FBtr0301086	14	20	16	46	617	2.0125	-1.0125	0.1670 
FBtr0301087	33	33	39	19	332	0.4872	0.5128	0.0683 
FBtr0301088	30	46	38	21	411	0.3604	0.6396	0.0054 
FBtr0301089	2	3	1	5	81	3.3333	-2.3333	0.5455 
FBtr0301090	23	109	4	62	786	3.2706	-2.2706	0.0290 
FBtr0301093	24	15	11	37	711	5.3818	-4.3818	0.0004 
FBtr0301095	8	48	0	9	502	0.0000	1	0.5865 
FBtr0301096	6	32	0	4	396	0.0000	1	1.0000 
FBtr0301097	4	32	0	4	395	0.0000	1	1.0000 
FBtr0301098	19	41	2	7	504	1.6220	-0.622	0.7120 
FBtr0301099	84	166	29	69	1399	1.2040	-0.204	0.5255 
FBtr0301100	84	166	29	69	1398	1.2040	-0.204	0.5255 
FBtr0301101	12	20	0	8	323	0.0000	1	0.0790 
FBtr0301102	12	20	0	8	323	0.0000	1	0.0790 
FBtr0301103	24	37	2	18	503	5.8378	-4.8378	0.0147 
FBtr0301104	24	37	2	18	503	5.8378	-4.8378	0.0147 
FBtr0301105	23	108	20	30	1008	0.3194	0.6806	0.0030 
FBtr0301106	13	93	15	18	778	0.1677	0.8323	0.0001 
FBtr0301107	14	93	15	18	787	0.1806	0.8194	0.0003 
FBtr0301108	23	108	20	30	1023	0.3194	0.6806	0.0030 
FBtr0301109	14	93	19	18	813	0.1426	0.8574	0.0000 
FBtr0301110	3	39	5	5	257	0.0769	0.9231	0.0041 
FBtr0301111	10	67	15	16	579	0.1592	0.8408	0.0002 
FBtr0301113	23	100	20	30	971	0.3450	0.655	0.0060 
FBtr0301114	24	108	20	30	1017	0.3333	0.6667	0.0034 
FBtr0301116	14	39	8	32	476	1.4359	-0.4359	0.6230 
FBtr0301117	35	63	13	46	887	1.9658	-0.9658	0.0769 
FBtr0301124	77	126	58	66	1659	0.6954	0.3046	0.1326 
FBtr0301125	29	45	37	19	493	0.3309	0.6691	0.0028 
FBtr0301126	2	6	1	12	219	4.0000	-3	0.5308 
FBtr0301127	0	7	1	4	104	0.0000	1	0.4167 
FBtr0301128	12	53	1	19	359	4.3019	-3.3019	0.2839 
FBtr0301129	11	55	2	20	390	2.0000	-1	0.5039 
FBtr0301130	0	7	0	4	73	0.0000	1	1.0000 
FBtr0301131	2083	1030	55	85	2380	3.1254	-2.1254	0.0000 
FBtr0301134	51	246	14	135	1959	1.9991	-0.9991	0.0324 
FBtr0301135	6	24	3	22	263	1.8333	-0.8333	0.4875 
FBtr0301139	6	21	2	11	223	1.5714	-0.5714	1.0000 
FBtr0301140	6	21	2	11	220	1.5714	-0.5714	1.0000 
FBtr0301141	18	60	8	52	620	1.9500	-0.95	0.1889 
FBtr0301142	7	35	0	4	274	0.0000	1	1.0000 
FBtr0301143	79	82	55	65	1078	1.1386	-0.1386	0.6300 
FBtr0301144	22	48	28	30	433	0.4911	0.5089	0.0688 
FBtr0301145	10	36	5	26	568	1.4444	-0.4444	0.7701 
FBtr0301146	152	77	19	60	581	6.2338	-5.2338	0.0000 
FBtr0301147	243	109	4	8	216	4.4587	-3.4587	0.0222 
FBtr0301148	3	17	1	8	210	1.4118	-0.4118	1.0000 
FBtr0301149	3	15	1	8	203	1.6000	-0.6	1.0000 
FBtr0301150	6	37	1	24	405	3.8919	-2.8919	0.2483 
FBtr0301151	51	103	15	47	696	1.5515	-0.5515	0.2531 
FBtr0301152	7	40	4	15	311	0.6562	0.3438	0.7163 
FBtr0301153	28	132	8	56	1060	1.4848	-0.4848	0.4245 
FBtr0301154	8	42	1	12	378	2.2857	-1.2857	0.6708 
FBtr0301156	7	43	1	11	322	1.7907	-0.7907	1.0000 
FBtr0301157	16	44	3	14	406	1.6970	-0.697	0.5393 
FBtr0301158	15	44	3	13	326	1.4773	-0.4773	0.7469 
FBtr0301159	50	51	50	57	838	1.1176	-0.1176	0.7814 
FBtr0301160	8	7	6	23	404	4.3810	-3.381	0.0420 
FBtr0301161	6	12	5	37	467	3.7000	-2.7	0.0706 
FBtr0301162	92	149	32	55	1181	1.0612	-0.0611999999999999	0.8975 
FBtr0301163	100	109	91	51	1085	0.5142	0.4858	0.0032 
FBtr0301164	18	37	13	35	449	1.3098	-0.3098	0.6673 
FBtr0301165	3	14	1	8	244	1.7143	-0.7143	1.0000 
FBtr0301167	9	26	15	19	290	0.4385	0.5615	0.1338 
FBtr0301168	1099	578	19	52	897	5.2038	-4.2038	0.0000 
FBtr0301169	18	55	50	36	593	0.2356	0.7644	0.0000 
FBtr0301170	18	64	53	38	638	0.2017	0.7983	0.0000 
FBtr0301171	27	18	6	5	108	1.2500	-0.25	0.7459 
FBtr0301173	3	3	9	15	174	1.6667	-0.6667	0.6599 
FBtr0301180	84	87	1532	693	1657	0.4368	0.5632	0.0000 
FBtr0301181	29	51	11	38	965	1.9643	-0.9643	0.1188 
FBtr0301182	5	72	3	24	447	0.5556	0.4444	0.4248 
FBtr0301183	5	72	3	24	447	0.5556	0.4444	0.4248 
FBtr0301184	11	83	35	42	528	0.1590	0.841	0.0000 
FBtr0301185	16	61	6	40	607	1.7486	-0.7486	0.3369 
FBtr0301186	5	15	0	13	319	0.0000	1	0.1310 
FBtr0301187	0	0	28	18	39	0.0000	1	1.0000 
FBtr0301188	5	7	5	5	97	0.7143	0.2857	1.0000 
FBtr0301189	2	14	5	33	514	0.9429	0.0571	1.0000 
FBtr0301190	16	50	3	20	598	2.1333	-1.1333	0.3781 
FBtr0301191	10	23	2	33	371	7.1739	-6.1739	0.0105 
FBtr0301192	22	35	3	38	544	7.9619	-6.9619	0.0004 
FBtr0301193	19	32	1	36	560	21.3750	-20.375	0.0001 
FBtr0301194	20	10	17	35	399	4.1176	-3.1176	0.0053 
FBtr0301195	7	17	14	15	211	0.4412	0.5588	0.1739 
FBtr0301196	24	27	7	21	314	2.6667	-1.6667	0.0908 
FBtr0301197	12	16	3	50	630	12.5000	-11.5	0.0001 
FBtr0301198	12	16	3	50	630	12.5000	-11.5	0.0001 
FBtr0301199	10	64	2	37	678	2.8906	-1.8906	0.2128 
FBtr0301200	10	64	2	37	678	2.8906	-1.8906	0.2128 
FBtr0301201	10	64	2	37	678	2.8906	-1.8906	0.2128 
FBtr0301202	21	116	6	32	798	0.9655	0.0345	1.0000 
FBtr0301203	27	48	5	28	618	3.1500	-2.15	0.0389 
FBtr0301204	27	48	5	28	618	3.1500	-2.15	0.0389 
FBtr0301205	6	82	0	29	556	0.0000	1	0.3340 
FBtr0301206	17	28	40	41	513	0.6223	0.3777	0.2631 
FBtr0301207	57	58	117	76	925	0.6384	0.3616	0.0745 
FBtr0301209	17	66	5	19	521	0.9788	0.0212	1.0000 
FBtr0301210	13	15	4	6	178	1.3000	-0.3	1.0000 
FBtr0301211	32	111	13	97	1070	2.1511	-1.1511	0.0319 
FBtr0301212	24	66	8	60	662	2.7273	-1.7273	0.0273 
FBtr0301213	39	53	16	56	719	2.5755	-1.5755	0.0077 
FBtr0301214	5	3	4	3	120	1.2500	-0.25	1.0000 
FBtr0301216	2	4	4	6	95	0.7500	0.25	1.0000 
FBtr0301217	2	4	4	4	84	0.5000	0.5	0.6270 
FBtr0301218	2	16	0	1	85	0.0000	1	1.0000 
FBtr0301219	20	32	7	29	625	2.5893	-1.5893	0.0647 
FBtr0301220	37	95	12	31	590	1.0061	-0.00609999999999999	1.0000 
FBtr0301221	137	99	114	123	1616	1.4931	-0.4931	0.0341 
FBtr0301222	137	99	114	123	1616	1.4931	-0.4931	0.0341 
FBtr0301223	2542	1279	40	105	2233	5.2172	-4.2172	0.0000 
FBtr0301224	2599	1305	97	129	2281	2.6486	-1.6486	0.0000 
FBtr0301225	2723	1366	43	108	2387	5.0067	-4.0067	0.0000 
FBtr0301226	7	65	4	33	572	0.8885	0.1115	1.0000 
FBtr0301227	19	35	16	16	300	0.5429	0.4571	0.2561 
FBtr0301228	14	32	4	13	372	1.4219	-0.4219	0.7567 
FBtr0301229	39	211	4	89	1684	4.1126	-3.1126	0.0052 
FBtr0301230	3	19	5	21	407	0.6632	0.3368	0.7102 
FBtr0301231	10	22	6	29	438	2.1970	-1.197	0.2524 
FBtr0301232	27	66	15	64	611	1.7455	-0.7455	0.1550 
FBtr0301233	14	59	4	57	510	3.3814	-2.3814	0.0419 
FBtr0301234	13	76	2	48	545	4.1053	-3.1053	0.0846 
FBtr0301235	13	76	2	48	545	4.1053	-3.1053	0.0846 
FBtr0301236	13	76	2	48	545	4.1053	-3.1053	0.0846 
FBtr0301237	31	87	7	41	562	2.0870	-1.087	0.1528 
FBtr0301238	8	7	14	21	287	1.7143	-0.7143	0.5355 
FBtr0301239	5	7	2	7	175	2.5000	-1.5	0.6424 
FBtr0301240	16	127	9	44	1195	0.6159	0.3841	0.3350 
